No.,episode_num,agent ID,action
1416,18,1,2
1417,18,1,2
1418,18,1,2
1419,18,1,2
1420,18,1,2
1421,18,1,2
1422,18,1,2
1423,18,1,2
1424,18,1,2
1425,18,1,2
1426,18,1,2
1427,18,1,2
1428,18,1,2
1429,18,1,2
1430,18,1,2
1431,18,1,2
1432,18,1,2
1433,18,1,0
1434,18,1,1
1435,18,1,2
1436,18,1,2
1437,18,1,2
1438,18,1,2
1439,18,1,2
1440,18,1,2
1441,18,1,2
1442,18,1,2
1443,18,1,2
1444,18,1,2
1445,18,1,2
1446,18,1,2
1447,18,1,2
1448,18,1,1
1449,19,1,1
1450,19,1,1
1451,19,1,2
1452,19,1,2
1453,19,1,2
1454,19,1,2
1455,19,1,2
1456,19,1,2
1457,19,1,2
1458,19,1,2
1459,19,1,2
1460,19,1,2
1461,19,1,2
1462,19,1,2
1463,19,1,2
1464,19,1,2
1465,19,1,2
1466,19,1,2
1467,19,1,2
1468,19,1,2
1469,19,1,2
1470,19,1,2
1471,19,1,2
1472,19,1,2
1473,19,1,2
1474,19,1,0
1475,19,1,1
1476,19,1,2
1477,19,1,2
1478,19,1,2
1479,19,1,2
1480,19,1,2
1481,19,1,2
1482,19,1,2
1483,19,1,2
1484,19,1,2
1485,19,1,2
1486,19,1,2
1487,19,1,2
1488,19,1,2
1489,19,1,2
1490,19,1,2
1491,19,1,2
1492,19,1,2
1493,19,1,2
1494,19,1,2
1495,19,1,2
1496,19,1,2
1497,19,1,2
1498,19,1,2
1499,19,1,2
1500,19,1,2
1501,19,1,2
1502,19,1,2
1503,19,1,3
1504,19,1,2
1505,19,1,2
1506,19,1,2
1507,19,1,2
1508,19,1,2
1509,19,1,3
1510,19,1,2
1511,19,1,2
1512,19,1,2
1513,19,1,2
1514,19,1,2
1515,19,1,2
1516,19,1,2
1517,19,1,2
1518,19,1,2
1519,19,1,2
1520,19,1,2
1521,19,1,2
1522,19,1,2
1523,19,1,2
1524,19,1,2
1525,19,1,2
1526,19,1,2
1527,19,1,2
1528,19,1,2
1529,19,1,2
1530,19,1,2
1531,19,1,2
1532,19,1,2
1533,19,1,2
1534,19,1,2
1535,19,1,2
1536,19,1,2
1537,19,1,2
1538,19,1,2
1539,19,1,2
1540,19,1,2
1541,19,1,2
1542,19,1,2
1543,19,1,2
1544,19,1,2
1545,19,1,2
1546,19,1,2
1547,19,1,2
1548,19,1,2
1549,20,1,1
1550,20,1,1
1551,20,1,2
1552,20,1,2
1553,20,1,2
1554,20,1,2
1555,20,1,2
1556,20,1,2
1557,20,1,2
1558,20,1,2
1559,20,1,2
1560,20,1,2
1561,20,1,2
1562,20,1,2
1563,20,1,2
1564,20,1,2
1565,20,1,2
1566,20,1,3
1567,20,1,2
1568,20,1,2
1569,20,1,2
1570,20,1,2
1571,20,1,2
1572,20,1,2
1573,20,1,2
1574,20,1,2
1575,20,1,2
1576,20,1,2
1577,20,1,2
1578,20,1,2
1579,20,1,2
1580,20,1,1
1581,21,1,1
1582,21,1,1
1583,21,1,2
1584,21,1,2
1585,21,1,2
1586,21,1,2
1587,21,1,2
1588,21,1,0
1589,21,1,1
1590,21,1,2
1591,21,1,2
1592,21,1,3
1593,21,1,2
1594,21,1,2
1595,21,1,2
1596,21,1,2
1597,21,1,2
1598,21,1,2
1599,21,1,3
1600,21,1,2
1601,21,1,2
1602,21,1,3
1603,21,1,2
1604,21,1,2
1605,21,1,2
1606,21,1,2
1607,21,1,2
1608,21,1,2
1609,21,1,0
1610,21,1,1
1611,21,1,2
1612,21,1,2
1613,21,1,2
1614,21,1,2
1615,21,1,2
1616,21,1,2
1617,21,1,1
1618,22,1,1
1619,22,1,1
1620,22,1,2
1621,22,1,2
1622,22,1,2
1623,22,1,2
1624,22,1,2
1625,22,1,2
1626,22,1,2
1627,22,1,2
1628,22,1,2
1629,22,1,2
1630,22,1,2
1631,22,1,2
1632,22,1,2
1633,22,1,2
1634,22,1,2
1635,22,1,2
1636,22,1,2
1637,22,1,2
1638,22,1,2
1639,22,1,2
1640,22,1,2
1641,22,1,2
1642,22,1,2
1643,22,1,2
1644,22,1,2
1645,22,1,2
1646,22,1,2
1647,22,1,2
1648,22,1,2
1649,22,1,2
1650,22,1,2
1651,22,1,2
1652,22,1,2
1653,22,1,2
1654,22,1,2
1655,22,1,2
1656,22,1,2
1657,22,1,2
1658,22,1,2
1659,22,1,2
1660,22,1,2
1661,22,1,2
1662,22,1,2
